lat,lng,name,location,mday,total,bikes,parks
25.04659,121.52377,Linsen Rd & Beiping Rd. Intersection,Linsen N. Rd & Beiping E. Rd. Intersection (Northwest),2024-06-23 08:47:20,20,6,14
25.04597,121.52579,Beiping Rd. & Shaoxing St. Intersection,"No. 30, Beiping E. Rd. (Opposite)",2024-06-23 08:47:20,15,7,8
25.04692,121.52208,Tianjin St. & Beiping Rd. Intersection,"No. 1, Tianjin St. (Opposite)",2024-06-23 08:51:20,25,10,15
25.04272,121.53207,MRT Zhongxiao Xinsheng Sta.(Exit.1),MRT Zhongxiao Xinsheng Sta.(Exit.1),2024-06-23 08:41:20,19,15,4
25.04113,121.53273,MRT Zhongxiao Xinsheng Sta.(Exit.5),"No. 56, Sec. 1, Xinsheng S. Rd.",2024-06-23 08:44:20,13,1,12
25.04074,121.51586,MRT NTU Hospital Sta. (Exit. 1),Gongyuan Rd. & Changde St. Intersection (West),2024-06-23 08:51:20,19,5,14
25.04461,121.51880,National Taiwan University Children's Hospital,"No. 8, Zhongshan S. Rd. (Qingdao W. Rd.)",2024-06-23 08:49:20,22,12,10
25.04250,121.52270,Linsen Rd. & Jinan Rd. Intersection (Northeast),"Linsen S. Rd. & Sec. 1, Jinan Rd. Intersection (Northeast)",2024-06-23 08:51:20,26,9,17
25.03837,121.52345,Ren'ai Rd. & Shaoxing St. Intersection (South),"Sec. 1, Ren'ai Rd. & Shaoxing S. St. Intersection (South)",2024-06-23 08:48:20,17,10,7
25.02703,121.50686,Zhonghua Rd. & Nanhai Rd. Intersection,"No. 343, Sec. 2, Zhonghua Rd.",2024-06-23 08:41:20,15,2,13
25.03371,121.51068,Taipei Association,"No. 217, Bo'ai Rd.",2024-06-23 08:35:21,15,3,12
25.04467,121.52357,MRT Shandao Temple Sta. (Exit 3) (Zhongxiao E. Rd.),"Sec. 1, Zhongxiao E. Rd. & Linsen S. Rd. Intersection",2024-06-23 08:50:31,31,1,30
25.03788,121.51904,National Concert Hall,"Sec. 1, Xinyi Rd. (National Concert Hall Northwest)",2024-06-23 08:08:20,22,4,18
25.04724,121.51272,Zhongxiao W. Rd. & Chongqing S. Rd. Intersection,"No. 100, Sec. 1, Zhongxiao W. Rd.",2024-06-23 08:46:20,33,14,19
25.04127,121.52697,"Ln. 8, Sec. 2, Jinan Rd.","No. 6-1, Ln. 8, Sec. 2, Jinan Rd. (Opposite)",2024-06-23 08:49:20,14,1,13
25.03811,121.52855,Ren'ai Rd. & Jinshan Rd. Intersection (Southeast),"No. 48-4, Sec. 2, Ren'ai Rd.",2024-06-23 08:36:19,14,12,2
25.04148,121.52870,Taiwan Literature Base,"No. 10, Ln. 53, Qidong St.",2024-06-23 08:42:20,23,6,17
25.02507,121.51645,Chongqing S. Rd. & Zhao'an St. Intersection,"Sec. 3, Chongqing S. Rd. & Zhao'an St. Intersection",2024-06-23 08:49:20,16,6,10
25.03898,121.53058,Wenguang Park,"No. 4, Ln. 65, Sec. 2, Ren'ai Rd. (Opposite)",2024-06-23 08:51:20,17,2,15
25.03212,121.51861,MRT C.K.S Memorial Hall Sta.(Exit 2),"No. 10, Sec. 1, Roosevelt Rd.",2024-06-23 08:51:20,12,5,6
25.02484,121.51973,Yingpulixiao Park,"No. 135, Sec. 2, Tingzhou Rd. (Opposite)",2024-06-23 08:45:22,25,15,8
25.02682,121.51737,Yingqiao Park,"No. 110, Sec. 1, Heping W. Rd.",2024-06-23 08:37:19,15,10,5
25.02965,121.51415,Ningbo W. St. & Quanzhou St. Intersection,"No. 15, Quanzhou St. (Opposite)",2024-06-23 08:50:30,30,11,19
25.02890,121.50970,"Ln. 98, Sec. 2, Heping W. Rd.","No. 81, Sanyuan St.",2024-06-23 08:17:34,16,12,4
25.03796,121.53261,Ren'ai Rd. & Xinsheng Rd. Intersection (Southwest),"No. 110, Sec. 2, Ren'ai Rd.",2024-06-23 08:50:31,18,12,6
25.04032,121.53141,Xingan Market,"No. 55, Sec. 2, Jinan Rd.",2024-06-23 08:48:20,15,6,9
25.02750,121.51013,LongKou Market,"No. 232, Sec. 1, Tingzhou Rd. (Opposite)",2024-06-23 08:41:20,14,4,8
25.04418,121.52552,MRT Shandao Temple Sta. (Exit 5),"No. 138, Sec. 1, ZhongXiao E. Rd.",2024-06-23 08:42:20,31,21,10
25.04281,121.52629,QingDao E. Rd. & HangZhou S. Rd. Intersection,"QingDao E. Rd. & Sec. 1, HangZhou S. Rd. Intersection",2024-06-23 08:43:20,17,10,7
25.02542,121.51233,"Ln. 37, ZhaoAn St.","No. 43, ZhaoAn St.",2024-06-23 08:29:19,15,9,6
25.02757,121.50771,"Ln. 112, NanHai Rd.","No. 1, Ln. 112, NanHai Rd.",2024-06-23 08:51:20,15,3,12
25.02550,121.52067,"Ln. 95, GuLing St.","No. 65, Ln. 95, GuLing St. (Opposite)",2024-06-23 08:33:20,16,6,10
25.03862,121.52385,RenAi Rd. & ShaoXing S. St. Intersection (North),"No. 43, Sec. 1, RenAi Rd.",2024-06-23 08:25:15,23,0,23
25.08251,121.54004,"Ln. 65, Tongbei St.","Tongbei /Ln. 65, Tongbei St. Intersection",2024-06-23 08:33:20,16,7,9
25.07805,121.52950,Yuanshan Scenic Area,"Bei'an Rd./Ln. 77, Bei'an Rd. Intersection",2024-06-23 08:47:20,15,10,5
25.08030,121.56251,Lequn 2nd & Tiding Blvd. Intersection,"No. 382, Tiding Blvd.",2024-06-23 08:46:20,20,2,18
25.08524,121.53748,Jiantan Community,"No. 2, Aly. 2, Ln. 146, Tongbei St. (Opposite)",2024-06-23 08:33:20,13,6,7
25.08258,121.54462,Peiying Park,"Chongshi/Ln. 62, Dajhih St. Intersection",2024-06-23 08:51:20,40,8,32
25.08009,121.55226,Lequn 2nd & Mingshui Rd. Intersection,Lequn 2nd/Mingshui Rd. Intersection,2024-06-23 08:48:20,20,4,16
25.08474,121.54968,Bei'an & Dajhih St. Intersection,"No. 676, Bei'an Rd.",2024-06-23 08:50:25,31,1,30
25.08401,121.55535,MRT Jiannan Rd. Station (Exit 2),"No. 11, Jingye 3rd Rd. (Opposite)",2024-06-23 08:47:20,86,26,60
25.07985,121.55609,Lequn 2nd & Jingye 3rd Rd. Intersection,"No. 155, Jingye 3rd Rd.",2024-06-23 08:48:20,20,4,16
25.07976,121.55813,Lequn 2nd & Jingye 4th Rd. Intersection,"No. 186, Lecyun 2nd Rd.",2024-06-23 08:51:20,36,1,35
25.07923,121.54730,Dazhi Station (Exit 3),"No. 536, Bei'an Rd.",2024-06-23 08:49:20,34,25,8
25.04585,121.54375,Fuxing Rd. & Civic Blvd. Intersection,"No. 36-9, Sec. 1, Fuxing S. Rd.",2024-06-23 08:50:30,52,11,41
25.05176,121.54217,Nanjing Rd. & Liaoning St. Intersection,"No. 189, Sec. 3, Nanjing E. Rd. (Opposite)",2024-06-23 08:51:20,42,31,10
25.04833,121.53469,Yitong St. & Chang'an Rd. Intersection,"Yitong St. & Sec. 2, Chang'an E Rd. Intersection (Southwest)",2024-06-23 08:49:20,21,12,9
25.04861,121.52935,Xinsheng Rd. & Chang'an Rd. Intersection,"Sec.1, Xinsheng N. Rd. & Sec. 2, Chang'an E Rd. Intersection (North)",2024-06-23 08:49:20,30,15,15
25.04796,121.52439,Civic Blvd. & Linsen Rd. Intersection,"Sec. 2, Civic Blvd. & Linsen N Rd. Intersection (NorthEast)",2024-06-23 08:50:30,39,20,19
25.05194,121.52766,Nanjing Rd. & Xinsheng Rd. Intersection,"Sec.1, Xinsheng N. Rd. & Sec. 1, Nanjing E. Rd. Intersection (Under Bridge)",2024-06-23 08:48:20,34,7,26
25.05316,121.53146,Yijiang Park,"Yijiang St. & Ln. 132, Songjiang Rd. Intersection (Northwest)",2024-06-23 08:21:20,37,2,35
25.05025,121.53273,Songjiang Park,"Songjiang Rd. & Ln. 84, Songjiang Rd. Intersection (Northwest)",2024-06-23 08:34:19,37,21,16
25.05639,121.52752,Xinsheng Rd. & Changchun Rd. Intersection,"Sec. 2, Xinsheng N. Rd. & Ln. 68 Intersection (Under Bridge)",2024-06-23 08:50:31,32,1,31
25.06642,121.53735,The Second Wholesale Fruit and Vegetable Market,"No. 18, Aly. 2, Ln. 410, Minzu E Rd. (East)",2024-06-23 08:50:31,40,10,30
25.05778,121.53692,Minsheng Rd. & Jianguo Rd. Intersection,"Sec. 3, Minsheng E Rd. & Sec. 2, Jianguo N Rd. Intersection",2024-06-23 08:39:19,33,22,11
25.05606,121.54175,Xing An Hua Cheng,"No. 53-4, Xing'an St. (Opposite)",2024-06-23 08:50:30,62,27,35
25.06106,121.54406,MRT Zhongshan Junior High School Sta.,"No. 386, Fuxing N Rd. (South)",2024-06-23 08:50:31,62,18,44
25.06045,121.54077,Long Jiang Rd. & Jinzhou St. Intersection,"No. 287, Long Jiang Rd.",2024-06-23 08:51:20,16,1,15
25.05469,121.53686,Jianguo Rd. & Changchun Rd. Intersection,Jianguo N Rd. & Changchun Rd. Intersection (South),2024-06-23 08:42:20,16,7,9
25.05214,121.53680,Nanjing E Rd. & Jianguo Rd. Intersection,"Sec. 2, Nanjing E Rd. & Sec. 2, Jianguo N Rd. Intersection (North)",2024-06-23 08:46:20,42,22,20
25.05246,121.53320,MRT Songjiang Nanjing Sta. (Exit 7),"No. 119, Songjiang Rd.",2024-06-23 08:49:20,75,60,15
25.04762,121.54043,Zhulun Market,"No. 15, Long Jiang Rd.",2024-06-23 08:50:31,37,21,16
25.05604,121.53166,Zhongji Park,"No. 22, Ln. 170, Songjiang Rd, (Opposite)",2024-06-23 08:29:19,15,5,10
25.04710,121.52770,Huashan Park,"Civic Blvd. & Ln. 52, Sec. 1, Chang'an E Rd. Intersection",2024-06-23 08:44:20,19,1,18
25.04699,121.53735,"Ln. 17, Sec. 1, Jianguo N. Rd.","Ln. 17, Sec. 1, Jianguo N. Rd. & Ln. 137, Sec. 2, Bade Rd. Intersection",2024-06-23 08:31:20,45,8,37
25.06140,121.53929,Jiangning Park,"No. 186, Hejiang St. (Opposite)",2024-06-23 08:40:31,15,3,12
25.06225,121.54107,Minquan E. Rd. & Long Jiang Rd. Intersection,"Sec. 3, Minquan E. Rd. & Long Jiang Rd. Intersection (Southeast)",2024-06-23 08:48:20,32,29,3
25.06246,121.52705,MRT Zhongshan Elementary School Sta. (Exit 2),MRT Zhongshan Elementary School Sta. (Exit 2) (Back),2024-06-23 08:41:19,59,30,29
25.05992,121.53330,MRT Xingtian Temple Sta. (Exit 3),"No. 261, Songjiang Rd.",2024-06-23 08:45:22,42,6,36
25.06531,121.52565,Linsen Rd. & Nong'an St. Intersection,"No. 582, Linsen N. Rd.",2024-06-23 08:50:25,17,1,16
25.06283,121.52697,MRT Zhongshan Elementary School Sta. (Exit 4),"Sec. 1, Minquan E. Rd. & Ln. 71, Sec. 1, Minquan E. Rd. Intersection",2024-06-23 08:51:20,20,9,11
25.06491,121.52449,Nong'an St. & Shuangcheng St. Intersection,"No. 12-1, Nong'an St.",2024-06-23 08:49:20,15,10,5
25.06652,121.52762,Xinsheng Rd. & Dehui St. Intersection,"No. 76, Sec. 3, Xinsheng N. Rd. (Opposite)",2024-06-23 08:46:20,25,14,11
25.06847,121.52559,Minzu Rd. & Linsen Rd. Intersection,"No. 17, Minzu E. Rd.",2024-06-23 08:43:20,37,13,24
25.06987,121.52291,Taipei Fine Arts Museum,Taipei EXPO Park Yuanshan Gate 5,2024-06-23 08:02:20,24,5,19
25.06816,121.52265,Zhongshan Rd. & Minzu Rd. Intersection,"No. 54, Sec. 3, Zhongshan N. Rd.",2024-06-23 08:51:20,16,2,14
25.04983,121.52853,"Xinsheng Elevated Parking Lot (Ln. 107, Linsen N. Rd.)","Sec. 1, Xinsheng N. Rd. & Ln. 107, Linsen N. Rd. (Under Xinsheng Elevated Bridge)",2024-06-23 08:50:31,14,7,7
25.05201,121.52556,Nanjing E. Rd.,"No. 86, Sec. 1, Nanjing E. Rd.",2024-06-23 08:51:20,10,4,6
25.05337,121.52890,Rende Park,"Ln. 108, Jilin Rd. & Ln.21 , Sec. 2, Nanjing E. Rd. Intersection (Southeast)",2024-06-23 08:08:20,18,13,5
25.05583,121.52821,Zhongyuan Park,"Ln. 45, Sec. 2, Xinsheng N. Rd. (Zhongyuan Park West)",2024-06-23 08:49:20,15,8,7
25.06682,121.54213,Xiapi Park,"No. 4, Aly. 13, Ln. 512, Minzu E. Rd.",2024-06-23 08:51:20,24,4,20
25.06505,121.54366,Wuchang Junior High School,"No. 5, Aly. 2, Ln. 488, Fuxing N. Rd. (Opposite)",2024-06-23 08:38:20,16,8,8
25.06424,121.54037,Rongxing Garden,"No. 77, Wuchang St. (Opposite)",2024-06-23 08:49:20,46,34,5
25.06251,121.53765,Minquan Rd. & Jianguo N. Rd. Intersection,"Sec. 3, Minquan E. Rd. & Sec. 3, Jianguo N. Rd. Intersection (Northeast)",2024-06-23 08:48:20,50,38,9
25.06585,121.53338,"Ln. 431, Songshan Rd. Intersection","No. 433, Songjiang Rd.",2024-06-23 08:50:31,15,10,5
25.06533,121.53177,Xinxi Park,"No. 22, Ln. 170, Dehuei St. (Opposite)",2024-06-23 08:49:20,13,4,9
25.06595,121.53041,"Ln. 407, Jilin Rd. Intersection","No. 401, Jilin Rd",2024-06-23 08:51:20,15,4,11
25.06833,121.53280,Minzu Rd. & Songjiang Rd. Intersection,Minzu E. Rd. & Songjiang Rd. Intersection (Northwest),2024-06-23 08:51:20,17,9,8
25.07154,121.53058,Lin An Tai Historical House,"No. 5, Binjiang St. (Opposite)",2024-06-23 08:17:34,36,17,19
25.06185,121.52260,zhongshan Public Assembly Hall,"Ln. 128, Sec. 2, Jhongshan N. Rd.",2024-06-23 08:38:20,20,8,12
25.04573,121.53508,Weishuei Rd. & Bade Rd. Intersection,"No. 54, Weishuei Rd. (Opposite)",2024-06-23 08:48:20,23,20,3
25.05228,121.52176,MRT Zhongshan Sta. (Exit 2),"No. 4, Nanjing W. Rd.",2024-06-23 08:49:20,33,5,28
25.06416,121.52203,Fushun Park,"No. 2, Sec. 3, Jhongshan N. Rd. (Opposite)",2024-06-23 08:51:20,30,7,23
25.06839,121.53032,Xinsheng Park,Minzu E. Rd & Jilin Rd. Intersection (Northwest),2024-06-23 08:26:20,29,10,19
25.05867,121.53305,MRT Xingtian Temple Sta. (Exit 1),"No. 230, Songjiang Rd.",2024-06-23 08:32:20,46,26,19
25.05497,121.52536,Linsen & Changchun Intersection,"No. 29, Changchun Rd.",2024-06-23 08:51:20,28,18,10
25.06503,121.53678,Jianguo & Nong'an Intersection,Jianguo N. Rd. & Nong'an St. Intersection,2024-06-23 08:49:20,50,38,12
25.04985,121.53312,"Ln. 77, Songjiang Rd.","Ln. 77, Songjiang Rd.",2024-06-23 08:26:20,10,7,3
25.04836,121.53669,Jianguo & Chang'an Intersection,"Sec. 1, Jianguo N. Rd. & Sec. 2, Chang'an E. Rd. Intersection (North)",2024-06-23 08:39:19,20,16,4
25.04611,121.53193,Civic & Xinsheng Intersection,"No. 36, Sec. 1, Xinsheng N. Rd.",2024-06-23 08:31:20,15,2,13
25.06269,121.53061,Minquan & Jilin Intersection,"No. 51, Sec. 2, Minquan E. Rd.",2024-06-23 08:48:20,15,7,8
25.06510,121.52240,Zhongshan Rd. & Nong'an St. Intersection,"No. 25, Sec. 3, Zhongshan N. Rd.",2024-06-23 08:50:31,17,6,11
25.05575,121.52168,MRT Administration Building,"No. 7, Ln. 48, Sec. 2, Zhongshan N. Rd",2024-06-23 08:51:20,14,9,5
25.05680,121.53191,"Zhongji Park(Ln. 188, Songjiang Rd.)","No. 11, Ln. 188, Songjiang Rd. (Opposite)",2024-06-23 08:28:19,22,17,5
25.05731,121.53021,"Ln. 123, Jilin Rd.","No. 125, Jilin Rd.",2024-06-23 08:47:20,13,1,12
25.05808,121.52887,Zhongyuan St. & Minsheng Rd. Intersection,"No. 33, Sec. 2, Minsheng E. Rd.",2024-06-23 08:43:15,15,0,15
25.05794,121.54244,National Taipei University(Taipei Canpus),"No. 67, Sec. 3, Minsheng E. Rd.",2024-06-23 08:50:31,38,7,31
25.06028,121.52991,Jinzhou St. & Jilin Rd. Intersection,"No. 174, Jinzhou St.",2024-06-23 08:50:31,30,14,16
25.05606,121.52290,"Ln. 59, Sec. 2, Zhongshan N. Rd.","No. 59-3, Sec. 2, Zhongshan N. Rd.",2024-06-23 08:50:31,12,7,5
25.05873,121.52488,"Yongsheng Park(Ln. 23, Sec. 1, Minsheng E. Rd.)","Ln. 23, Sec. 1, Minsheng E. Rd. & Ln. 27, Sec. 1, Minsheng E. Rd. Intersection",2024-06-23 08:50:31,24,16,8
25.05955,121.52744,Xinsheng Rd. & Jinzhou St. Intersection,"No. 100, Sec. 2, Xinsheng N. Rd.",2024-06-23 08:31:19,20,7,13
25.07340,121.53985,"Ln. 199, Binjiang St.","Ln. 199, Binjiang St.",2024-06-23 08:51:20,15,6,9
25.07275,121.53730,Dajia Community Park,"Ln. 154, Binjiang St. (Opposite)",2024-06-23 08:42:20,15,5,10
25.06807,121.53673,Binjiang Fruit and Vegetable Wholesale Market,"No. 336, Minzu E. Rd.",2024-06-23 08:32:20,22,18,4
25.05619,121.53949,Xing'an St. & Hejiang St. Intersection,"No. 60, Xing'an St. (Opposite)",2024-06-23 08:51:20,29,18,11
25.06597,121.54117,Fuxing Rd. & Longjiang Rd. Intersection,"No. 66, Ln. 514, Fuxing N. Rd.",2024-06-23 08:43:15,12,0,12
25.06142,121.52305,TCC Building,"No. 113-133, Sec. 2, Zhongshan N. Rd.",2024-06-23 08:49:20,18,13,5
25.08303,121.56040,Zhifu Rd. & Lequn Rd. Intersection,Zhifu Rd. & Lequn 3rd Rd. Intersection (Northwest),2024-06-23 08:50:31,10,4,6
25.06157,121.52439,Xinxing Park,"Ln. 13, Jinzhou St. & Ln. 137, Sec. 2, Zhongshan N. Rd. Intersection (Southeast)",2024-06-23 08:51:20,26,13,13
25.05189,121.53517,Nanjing Rd. & Yitong St. Intersection,"No. 178-1, Sec. 2, Nanjing E. Rd.",2024-06-23 08:50:25,11,0,11
25.05205,121.54012,Nanjing Rd. & Longjiang Rd. Intersection,"No. 121, Sec. 3, Nanjing E. Rd.",2024-06-23 08:45:22,24,6,18
25.06389,121.51916,"Ln. 41, Fushun St. (Chongde Temple)","No. 1-7, Ln. 41, Fushun St.",2024-06-23 08:34:19,19,6,13
25.08152,121.54646,Taipei Public Library Dazhi Branch,"No. 28, Dazhi St. (Opposite)",2024-06-23 08:29:19,20,9,11
25.08010,121.54708,MRT Dazhi Sta. (Exit 1),"No. 535-2, Bei'an Rd.",2024-06-23 08:51:20,27,16,11
25.05120,121.53312,MRT Songjiang Nanjing Sta. (Exit 4),"No.109, Songjiang Rd.",2024-06-23 08:50:31,32,1,31
25.07864,121.55557,hong 429 Park,"Ln. 177, Jingye 3rd Rd. (South)",2024-06-23 08:37:19,21,17,3
25.05791,121.53114,"Ln. 137, Changchun Rd.","No. 134, Sec. 2, Minquan E. Rd.",2024-06-23 08:47:20,23,15,8
25.05765,121.53299,Songjiang Rd. & Minsheng Rd. Intersection,"No. 208, Songjiang Rd.",2024-06-23 08:50:30,21,14,7
25.05277,121.53013,"Ln. 132, Songjiang Rd.","No. 100, Jilin Rd. (Opposite)",2024-06-23 08:40:31,14,10,4
25.05481,121.53032,Changchun Rd. & Jilin Rd. Intersection,"No. 120, Changchun Rd.",2024-06-23 07:58:15,10,6,4
25.05488,121.53142,Changchun Rd. & Yijiang St. Intersection,"No. 135, Changchun Rd.",2024-06-23 08:29:19,11,5,6
25.05215,121.53276,MRT Songjiang Nanjing Sta. (Exit 8),"No. 101, Sec. 2, Nanjing E. Rd.",2024-06-23 08:50:31,25,11,14
25.05215,121.53171,Nanjing Rd. & Yijiang St. Intersection,"No. 85, Sec. 2, Nanjing E. Rd.",2024-06-23 01:54:20,20,1,19
25.05499,121.53295,Songjiang Rd. & Changchun Rd. Intersection,"No. 158, Songjiang Rd.",2024-06-23 08:43:20,16,11,5
25.07802,121.53511,Ching-kuo Chi-Hai Culture Park,"No. 301, Bei'an Rd.",2024-06-23 08:39:19,15,10,5
25.06873,121.52003,Minzu Rd. & Yumen St. Intersection,Minzu W. Rd. & Yumen St. Intersection (Northeast),2024-06-23 07:33:15,20,0,20
25.06493,121.52778,Xinsheng Rd. & Nong'an St. Intersection,"Sec. 3, Xinsheng N. Rd. & Nong'an St. Intersection",2024-06-23 08:37:20,15,5,10
25.06532,121.52848,Daojiang Senior High School of Nursing and Home Economics,"Ln. 77, Nong'an St. & Aly. 1, Ln. 77, Nong'an St. Intersection",2024-06-23 08:50:30,14,11,3
25.07934,121.54671,MRT Dazhi Sta.(Exit 3)_1,"No. 52-1, Aly. 41, Ln. 458, Bei'an Rd.",2024-06-23 08:41:19,18,16,2
25.07983,121.55236,Lequn 2nd Rd. & Mingshui Rd. Intersection,Lequn 2nd Rd. & Mingshui Rd. Intersection (East),2024-06-23 08:50:30,34,11,22
25.06245,121.53043,Minquan Rd. & Jilin Rd. Intersection,"No. 46, Sec. 2, Minquan E. Rd.",2024-06-23 08:37:14,16,16,0
25.05473,121.54026,Changchun Rd. & Longjiang Rd. Intersection,Changchun Rd. & Longjiang Rd. Intersection (Northwest),2024-06-23 08:50:31,39,12,27
25.06305,121.52776,Minquan Rd. & Xinsheng Rd. Intersection,"Sec. 1, Minquan E. Rd. & Sec. 3, Xinsheng N. Rd. Intersection (North)",2024-06-23 08:47:20,26,24,2
25.05476,121.53693,Jianguo Rd. & Changchun Rd. Intersection,Jianguo N. Rd. & Changchun Rd. Intersection (North),2024-06-23 08:44:20,30,3,27
25.06432,121.53349,Zhongshan District Household Registration Office,Songjiang Rd. & Nong'an St. Intersection,2024-06-23 08:47:20,30,23,7
25.07063,121.52327,Taipei Fine Arts Museum_1,"Sec. 3, Zhongshan N. Rd. (Pavilion of New Fashion)",2024-06-23 08:51:20,30,7,23
25.08476,121.53789,Jiantan Community_1,"No. 143, Tongbei St.",2024-06-23 08:40:31,42,18,24
25.07818,121.56175,Binjiang Elementary School Swimming Pool,"No. 99, Ln. 266, Lequn 2nd Rd.",2024-06-23 08:40:30,16,12,3
25.05223,121.52581,Linsen Park,"Linsen N. Rd. ＆ Sec. 1, Nanjing E. Rd. Intersection",2024-06-23 08:50:30,32,6,26
25.07825,121.55337,Zhong 428 Park,"Ln. 30, Lequn 2nd Rd. & Aly. 61, Ln. 116, Lequn 2nd Rd. Intersection",2024-06-23 08:40:31,15,9,6
25.05339,121.54010,Fuhua Park,"Ln. 109, Sec. 3, Nanjing E. Rd. & Ln. 120, Longjiang Rd. Intersection",2024-06-23 08:34:19,20,8,12
25.06819,121.52767,Xinsheng Rd. & Minzu Rd. Intersection,"Sec. 3, Xinsheng N. Rd. & Minzu E. Rd. Intersection (Southwest)",2024-06-23 08:37:20,15,9,6
25.05253,121.54256,MRT Nanjing Fuxing Sta. (Exit.1),"MRT Nanjing Fuxing Sta.(Exit.1) (Ln. 155, Liaoning St.)",2024-06-23 08:51:20,21,20,1
25.04478,121.53661,Bade Market (North),"Sec. 1, Jianguo S. Rd. & Civic Blvd. Intersection (North)",2024-06-23 08:50:31,26,6,20
25.05004,121.54043,Longjiang Rd. & Zhulun St. Intersection,Longjiang Rd. & Zhulun St. Intersection (Northwest),2024-06-23 08:08:20,14,1,13
25.08431,121.54755,"Ln. 94, Dazhi St.","Ln. 94, Dazhi St.",2024-06-23 08:40:31,15,9,6
25.05196,121.54330,MRT Nanjing Fuxing Sta. (Exit.8),"No. 221, Sec. 3, Nanjing E. Rd.",2024-06-23 08:48:20,25,22,3
25.06228,121.53702,Minquan Rd. & Jianguo Rd. Intersection (South),"Sec. 3, Minquan E. Rd. & Sec. 2, Jianguo N. Rd. (Under Elevated Bridge)",2024-06-23 08:50:25,15,14,1
25.06688,121.52570,Linsen Rd. & Dehui St. Intersection,"No. 11, Dehui St. (East)",2024-06-23 08:50:31,16,4,12
25.07059,121.52812,Xinsheng Rd. & Binjiang St. Intersection (Southeast),"Sec. 3, Xinsheng N. Rd. & Binjiang St. Intersection (Southeast)",2024-06-23 07:43:19,21,12,9
25.04699,121.53075,"Ln. 62, Sec. 1, Xinsheng N. Rd.","No. 64, Sec. 1, Xinsheng N. Rd. (Opposite)",2024-06-23 08:27:21,30,7,22
25.05532,121.52769,Xinsheng Rd. & Changchun Rd. Intersection (Northeast),"No. 39-2, Sec. 2, Xinsheng N. Rd. (Opposite)",2024-06-23 08:45:21,19,1,18
25.08519,121.55498,MRT Jiannan Rd. Sta. (Exit. 1),"Ln. 807, Bei'an Rd.",2024-06-23 08:44:20,21,2,15
25.08272,121.55624,Jingye 3rd Rd. & Lequn 3rd Rd. Intersection (Northwest),Jingye 3rd Rd. & Lequn 3rd Rd. Intersection,2024-06-23 08:46:20,22,17,5
25.05427,121.53896,"Aly. 2, Ln. 258, Changchun Rd.","No. 6, Ln. 258, Changchun Rd. (North)",2024-06-23 08:50:31,15,6,9
25.05418,121.54332,Zhangning Dasha Community (South),"No. 13, Ln. 201, Liaoning St.",2024-06-23 08:46:20,15,3,12
25.06419,121.53732,Jianguo Rd. & Wuchang St. Intersection,"Sec. 3, Jianguo N. Rd. & Wuchang St. Intersection",2024-06-23 08:50:31,20,14,6
25.05676,121.52268,"Ln. 62, Sec. 2, Zhongshan N. Rd.","No. 66, Sec. 2, Zhongshan N. Rd.",2024-06-23 08:14:20,12,2,10
25.04480,121.54213,Civic Blvd. & Andong St. Intersection,"No. 179, Sec. 3, Civic Blvd.",2024-06-23 08:51:20,20,2,18
25.04812,121.52166,"Ln. 5, Sec. 2, Civic Blvd.","Sec. 2, Civic Blvd. & Ln. 5, Sec. 2, Civic Blvd. Intersection",2024-06-23 08:35:21,15,6,9
25.05236,121.52212,MRT Zhongshan Sta. (Exit 3),"No. 1, Nanjing W. Rd.",2024-06-23 08:48:20,21,5,16
25.05959,121.53682,Jianguo N. Rd. Parking Lot (G),Jianguo N. Rd. Parking Lot (G),2024-06-23 08:31:20,18,8,9
25.04919,121.54198,Zhulun Park,"No. 42, Ln. 45, Longjiang Rd.",2024-06-23 08:49:20,20,1,19
25.04992,121.54379,Zhulun St. & Fuxing N. Rd. Intersection,"No. 56, Fuxing N. Rd.",2024-06-23 08:48:20,12,2,10
25.06037,121.53283,MRT Xingtian Temple Sta. (Exit 4),"No. 316, Songjiang Rd.",2024-06-23 08:50:31,30,24,6
25.06617,121.53526,"Ln. 86, Sec. 3, JianGuo N. Rd.","Sec. 3, Jianguo N. Rd. & Ln. 86, Sec. 3, Jianguo N. Rd. Intersection",2024-06-23 08:23:19,15,11,4
25.04808,121.52898,ZhengShou Park,"Ln. 56, Sec. 1, Chang'an E. Rd. & Sec. 1, Chang'an E. Rd. Intersection",2024-06-23 08:43:20,15,1,14
25.05366,121.53282,SiPing St. & SongJiang Rd. Intersection,"No. 148, Songjiang Rd.",2024-06-23 07:58:16,18,8,10
25.07965,121.54148,BeiAn Rd. & TongBei St. Intersection,BeiAn Rd. & TongBei St. Intersection (Northeast),2024-06-23 08:31:15,17,0,17
25.06246,121.54323,MinQuan E. Rd. & FuXing N. Rd. Intersection (Northwest),"No. 69, Sec. 3, MinQuan E. Rd.",2024-06-23 08:45:21,20,12,8
25.05484,121.53521,Taipei Municipal Datong High School,"No. 167, ChangChun Rd.",2024-06-23 08:47:19,22,5,17
25.08578,121.55225,BeiAn Rd. & MingShui Rd. Intersection (ZiQiang Tunnel),BeiAn Rd. & MingShui Rd. Intersection (Bus Station：ZiQiang Tunnel),2024-06-23 07:48:19,12,8,4
