lat,lng,name,location,mday,total,bikes,parks
25.12796,121.46782,"Ln. 540, Sec. 4, Zhongyang N. Rd. Intersection","No. 529, Sec. 4, Zhongyang N. Rd. (Opposite)",2024-06-23 08:50:31,27,16,11
25.12310,121.47092,Dadu & Lide Rd. Intersection,"Sec. 3, Dadu Rd. & Lide Rd. Intersection (Northwest)",2024-06-23 08:49:15,18,17,0
25.13780,121.48630,MRT Fuxinggang Sta. (Exit 1),"No. 9-1, Sec. 3, Zhongyang N. Rd. (Opposite)",2024-06-23 08:48:20,45,13,32
25.13666,121.48159,MRT Fuxinggang Sta Tourist Information Center,"No. 185, Sec. 3, Zhongyang N. Rd.",2024-06-23 08:45:22,15,13,2
25.13475,121.49613,Fengnian Park,"No. 259, Daye Rd. (Opposite)",2024-06-23 06:42:19,20,8,12
25.13997,121.48967,Daoxiang Chongshan Rd. Intersection,Daoxiang & Chongshan Rd. Intersection,2024-06-23 08:45:22,15,14,1
25.13776,121.49345,Fu Hsing Kang College,"No. 167, Sec. 2, Zhongyang N. Rd. (Opposite)",2024-06-23 08:50:31,45,22,23
25.14582,121.49303,Xiushan Community Center,"No. 50, Xiushan Rd.",2024-06-23 08:31:20,36,25,11
25.13691,121.49987,Daye Datong St. Intersection,"No. 671, Daye Rd. (Opposite)",2024-06-23 08:46:20,42,25,17
25.13733,121.50339,MRT Xinbeitou Station,"No. 10, Zhonghe St. (Opposite)",2024-06-23 08:48:20,42,17,25
25.13187,121.49900,MRT Beitou Station,"No. 3, Ln. 2, Guangming Rd. (Opposite)",2024-06-23 08:45:22,30,8,17
25.12634,121.50099,MRT Qiyan Station(Sanhe St.),"No. 486, Sec. 2, Sanhe St.",2024-06-23 08:48:20,40,11,29
25.12297,121.50158,Baxian Village Office,"No. 20, Sec. 1, Beitou Rd.",2024-06-23 08:37:20,16,3,6
25.12725,121.50676,Qingjiang Elementary School,"No. 198, Gongguan Rd. (Opposite)",2024-06-23 08:47:20,58,25,31
25.12814,121.49782,"Ln. 300, Daye Rd. Intersction","No. 302, Daye Rd.",2024-06-23 08:39:18,20,3,17
25.11798,121.50342,Linong Park,"Sec. 7, Chengde Rd. & Jili St. (Northwest)",2024-06-23 08:42:20,21,12,9
25.12666,121.50373,Beitou Qiyan Elderly Service Center,"No. 119, Sec. 1, Sanhe St.",2024-06-23 08:45:21,15,13,2
25.12087,121.50523,MRT Qilian Sta. (Exit 2),"No. 345, Sec. 2, Xi'an St. (Opposite)",2024-06-23 08:50:31,54,20,34
25.11666,121.50962,Beitou Sports Center,"No. 100, Ln. 39, Sec. 1, Shipai Rd.",2024-06-23 08:50:31,70,45,23
25.11912,121.51223,National Yangming Jiaotong University,"No. 136, Sec. 2, Donghua St. (Opposite)",2024-06-23 08:50:31,53,35,16
25.11451,121.51567,MRT Shipai Sta. (Exit 2),"No. 526, Sec. 1, Donghua St. (Opposite)",2024-06-23 08:47:20,62,10,52
25.11752,121.51662,National Taipei University of Nursing and Health Sciences,"No. 100, Sec. 2, Shipai Rd.",2024-06-23 08:47:20,42,11,31
25.11542,121.51469,MRT Shipai Sta. (Exit 1),"No. 319, Sec. 1, Shipai Rd. (Opposite)",2024-06-23 08:15:15,33,0,33
25.11753,121.52186,Cheng Hsin General Hospital,"No. 365, Mingde Rd.",2024-06-23 08:49:20,36,9,27
25.11440,121.51307,Shipai Elementary School,"No. 142, Sec. 1, Shipai Rd. (Opposite)",2024-06-23 08:46:20,26,12,14
25.11865,121.52350,Zhenxing Park,"No. 109, Tianmu W. Rd. (Opposite)",2024-06-23 08:45:22,13,3,10
25.11978,121.50422,Linong Elementary School,"No. 201, Sec. 1, Linong St. (Opposite)",2024-06-23 08:19:19,19,10,9
25.11587,121.50576,"No. 280, Sec. 7, Chengde Rd. Intersection","No. 260, Sec. 7, Chengde Rd.",2024-06-23 08:49:20,17,11,5
25.11093,121.51382,"Ln. 11, Sec. 2, Zhiyuan 1st Rd.","No. 8, Ln. 61, Ziqiang St.",2024-06-23 08:51:20,22,15,7
25.11370,121.52437,Rongfu Park,"No. 2, Ronghua 3rd Rd.",2024-06-23 08:39:19,13,1,12
25.10467,121.51654,Zhongzheng Senior High School,"No. 77, Wenlin N. Rd.",2024-06-23 08:37:20,31,16,15
25.12501,121.47158,Ligong & Lide Rd. Intersection,"No.15, Lide Rd. (Front)",2024-06-23 08:50:31,41,12,29
25.13539,121.47800,"Ln.40, Sec.4, Zhongyang N. Rd.","No. 32, Sec.4, Zhongyang Rd. (Side)",2024-06-23 08:48:20,22,5,17
25.12081,121.51352,National Yang-Ming University Library,Parking lot at the back of the NYCU Library,2024-06-23 08:49:20,37,7,30
25.13675,121.50224,MRT Xinbeitou Sta. (Exit 2),"No. 225, Guangming Rd. (Opposite)",2024-06-23 08:31:20,24,8,16
25.13872,121.50210,Fuxing Park,"No. 61, Zhonghe St.",2024-06-23 08:46:20,28,5,23
25.11272,121.50922,Chengde Rd. & Shipai Rd. Intersection,"Sec. 7, Chengde Rd. & Sec. 1, Shipai Rd. Intersection (North)",2024-06-23 08:47:20,17,6,11
25.11416,121.50771,"Ln. 188, Sec. 7, Chengde Rd. Intersection","No. 192-198, Sec. 7, Chengde Rd.",2024-06-23 08:37:20,16,9,7
25.11000,121.51841,MRT Mingde Sta.(Exit.3),"No. 95, Mingde Rd.",2024-06-23 08:47:19,48,5,43
25.13102,121.50408,Dafeng Park,"No. 145, Dasing St.",2024-06-23 08:51:20,39,13,26
25.10032,121.50599,Zhoumei Park,"No. 199, Fumei Rd.",2024-06-23 08:41:20,30,12,16
25.14319,121.49621,"Aly. 11, Ln. 455, Zhonghe St.","No. 6-8, Aly. 11, Ln. 455, Zhonghe St.",2024-06-23 07:32:18,13,3,10
25.10065,121.51107,Zhoumei Xianzaigang Park,Zhoumei Xianzaigang Park(Southwest),2024-06-23 08:29:19,20,9,11
25.14058,121.49915,Wenhua 3rd Rd. & Xinglin 1st Rd. Intersection,"No. 3, Xinglin 1st Rd.",2024-06-23 08:45:22,17,3,10
25.14045,121.50446,Zhuhai Rd. & Fuxing 1st Rd. Intersection,Zhuhai Rd. & Fuxing 1st Rd. Intersection (East),2024-06-23 08:29:19,15,7,7
25.11535,121.51736,"Ln. 33, Yumin 2nd Rd.","Ln. 33, Yumin 2nd Rd. & Yumin 6th Rd. Intersection (Northwest)",2024-06-23 08:42:19,15,8,7
25.12287,121.50370,Xinqiyan Social Housing,"No. 269-271, Huanggang Rd.",2024-06-23 08:43:20,12,7,5
25.14193,121.50835,Quanyuan Park,"No. 145, Zhuhai Rd. (Opposite)",2024-06-23 08:41:20,15,9,6
25.12533,121.50573,Qiyan No4 Green Space,"No. 16, Ln. 79, Sec. 1, Sanhe St. (Opposite)",2024-06-23 08:48:20,12,1,10
25.11857,121.51846,NTUNHS,"No. 185, Sec. 2, Shipai Rd. (Opposite)",2024-06-23 08:48:20,15,10,4
25.12862,121.50330,Qiyan No.1 Park,"Huanggang Rd. & Ln. 177, Qingjiang Rd. Intersection (East)",2024-03-31 16:15:15,24,0,24
25.10940,121.51248,Fuxing Park,"No. 280, Wenlin N. Rd. (Opposite)",2024-06-23 08:43:19,30,25,5
25.13774,121.50142,Zhongyong Park,"No. 1, Zhuhai Rd.",2024-06-23 08:50:31,12,10,2
25.13597,121.49702,Fengnian Park_1,"No. 259, Daye Rd. (Opposite)",2024-06-23 08:25:22,33,24,9
25.13431,121.50226,Guangming Rd. & Wenquan Rd. Intersection,"No. 148, Guangming Rd. (Opposite)",2024-06-23 08:50:31,20,6,14
25.12757,121.47207,Koo Foundation Sun Yat-Sen Cancer Center,"No. 125, Lide Rd.",2024-06-23 08:44:20,25,19,6
25.14319,121.49093,Zhiyuan New Village,"No. 26, Xiushan Rd.",2024-06-23 08:12:20,15,7,8
25.13684,121.50792,Beitou Public Hotspring,"No. 6, Zhongshan Rd.",2024-06-23 08:47:20,15,4,11
25.14390,121.49447,"Aly. 9, Ln. 493, Zhonghe St.","No. 2, Aly. 9, Ln. 493, Zhonghe St. (Opposite)",2024-06-23 08:47:20,16,2,14
25.13258,121.49862,MRT Beitou Sta. (Exit 1),"Ln. 2, Guangming Rd. & Guangming Rd. Intersection",2024-06-23 08:49:20,58,14,35
25.11879,121.51921,Shipai Rd. & Linong St. Intersection,"Sec. 2, Shipai Rd. & Sec. 2, Linong St. Intersection",2024-06-23 08:35:21,29,1,27
25.12082,121.50727,MRT Qilian Sta. (Exit 1),Qilian Station 1(Donghua). (Opposite),2024-06-23 08:44:20,20,6,14
25.13043,121.50017,"No. 50, Daxing St. (Opposite)","Daxing St. & Ln. 2, Guangming Rd. Intersection",2024-06-23 08:48:15,14,7,7
25.13076,121.47347,MRT Zhongyi Sta. (Exit. 2),MRT Zhongyi Sta. (Exit. 2),2024-06-23 08:27:21,30,8,22
25.10171,121.51263,Fuguo Rd. & Chengde Rd. Intersection,"No. 80, Sec. 6, Chengde Rd.",2024-06-23 08:43:20,15,7,8
25.13201,121.49817,MRT Beitou Sta. (Exit 1) ( Beitou Rd.),MRT Beitou Sta. (Exit 1) ( Beitou Rd.),2024-06-23 08:45:22,31,5,26
25.10392,121.51244,Innovation Fortune Center,"No. 120, Sec. 6, Chengde Rd.",2024-06-23 08:19:19,15,2,13
25.12595,121.51098,"Chongyang Park (Ln. 255, Gongguan Rd.)","No. 43, Ln. 255, Gongguan Rd. (Opposite)",2024-06-23 07:52:18,20,12,8
25.13713,121.49706,Wenhua No.1 Park (North),"No. 2, Wenhua 3rd Rd.",2024-06-23 08:49:20,15,8,7
25.14190,121.49890,Zhonghe Green,"No. 365, Zhonghe St.",2024-06-23 08:37:19,13,7,6
25.12307,121.49906,"Ln. 65, Daye Rd.","Daye Rd. & Ln. 65, Daye Rd. Intersection",2024-06-23 07:46:20,15,6,9
25.11969,121.50169,Gongguan Rd. & Chengde Rd. Intersection,"No. 390, Sec. 7, Chengde Rd.",2024-06-23 08:41:20,17,12,5
25.10576,121.51730,Wenlin N. Rd. & Mingde Rd. Intersection (Northeast),"No. 112, Wenlin N. Rd.",2024-06-23 08:49:20,15,8,7
25.13905,121.50012,"Ln. 32, Sec. 1, Yongxing Rd.","Ln. 32, Sec. 1, Yongxing Rd. & Sec. 1, Yongxing Rd. Intersection",2024-06-23 08:51:20,12,4,8
25.11944,121.51453,NYCU ( Bldg. A),"No. 155-1, Sec. 2, LinOng St.",2024-06-23 08:46:19,30,5,25
25.11955,121.46735,Guan Do Junior High School,"No. 16, Ln. 210, ZhiXing Rd. (Opposite)",2024-06-23 08:43:19,24,18,6
25.12518,121.46922,"Ln. 55, LiGong St.","No. 76, LiGong St. (Opposite)",2024-06-22 23:04:19,14,4,10
25.11483,121.49934,"Ln. 401, Sec. 7, ChengDe Rd. (ZhouMei Bridge)","No. 200, Ln. 401, Sec. 7, ChengDe Rd. (Opposite)",2024-06-23 07:21:14,15,0,15
25.12231,121.49964,DaYe Rd. (Nung Chan Monastery),"No. 6, DaYe Rd.",2024-06-23 08:34:19,16,3,13
25.13843,121.48802,China Film Studio,"No. 400, Sec. 2, ZhongYang N. Rd.",2024-06-23 08:41:20,15,5,10
25.13997,121.48711,ShinShing Park,XinXing Rd. & GangShan Rd. Intersection,2024-06-23 08:33:20,15,3,12
25.11332,121.51615,"MRT Shipai Sta. (Exit 2) (Sec. 1, XiAn St.)","No. 325, Sec. 1, XiAn St. (Opposite)",2024-06-23 08:48:20,23,3,20
25.04987,121.57785,MRT Songshan Sta. (Exit 4),"No. 742, Sec. 4, Bade Rd.",2024-06-23 08:50:31,19,18,1
25.05009,121.57202,Tayou Rd. & Bade Rd. Intersection,"No. 2, Tayou Rd.",2024-06-23 08:39:19,34,13,21
25.05503,121.56876,Pengcheng Park,"No. 399, Jiankang Rd. (North)",2024-06-23 08:46:20,24,10,11
25.04878,121.56087,Zhonglun Senior High School,"No. 9, Ln. 91, Sec. 4, Bade Rd. (Opposite)",2024-06-23 08:47:20,77,53,24
25.05136,121.56283,MRT Nanjing Sanmin Sta. (Exit 2),"No. 156, Sec. 5, Nanjing E. Rd.",2024-06-23 08:43:20,19,9,10
25.05155,121.56360,MRT Nanjing Sanmin Sta. (Exit 1),MRT Nanjing Sanmin Sta. (Exit 1),2024-06-23 08:51:20,39,25,14
25.04937,121.55800,"Ln. 11, Guangfu N Rd.","No. 13, Guangfu N Rd.",2024-06-23 08:42:20,23,18,5
25.05152,121.56460,MRT Nanjing Sanmin Sta. (Exit 4),"No. 229, Sec. 5, Nanjing E. Rd.",2024-06-23 08:51:20,13,7,6
25.05492,121.56701,Xisong Senior High School,"No. 5, Aly. 5, Ln. 325, Jiankang Rd.",2024-06-23 08:43:19,14,7,6
25.06220,121.54565,Minquan Rd. & Fuxing Rd. Intersection,"No. 119, Sec. 3, Minquan E. Rd.",2024-06-23 08:47:20,36,11,25
25.06374,121.54767,Minfu No.3 Greens,"No. 712, Minzu E. Rd. (Opposite)",2024-06-23 08:47:15,15,1,14
25.06095,121.54731,Minyou No.1 Park,"No. 43, Ln. 244, Dunhua N. Rd. (Opposite)",2024-06-23 08:50:31,41,12,29
25.05804,121.54897,Minsheng Rd. & Dunhua Rd. Intersection,"No. 216, Dunhua N. Rd. (Opposite)",2024-06-23 08:39:19,66,42,10
25.05460,121.54486,Song-Ji Park,"No. 432, Changchun Rd. (Opposite)",2024-06-23 08:51:20,20,7,13
25.06190,121.56328,"Ln. 166, Sanmin Rd. Intersection","No. 1, Ln. 166, Sanmin Rd. (Opposite)",2024-06-23 08:46:20,12,4,8
25.05907,121.56305,Minsheng Activity Center,"No.163-1, Sec. 5, Minsheng E. Rd.",2024-06-23 08:49:20,43,22,21
25.05157,121.55118,MRT Taipei Arena Sta. (Exit.2),"No.6, Sec. 4, Nanjing E. Rd.",2024-06-23 08:38:14,26,25,1
25.04826,121.55235,Taipei City Arts Promotion Office,"No. 25, Sec. 3, Bade Rd.",2024-06-23 08:51:20,45,38,7
25.05633,121.55286,"Minsheng Elementary School (Ln. 199, Dunhua N. Rd.)","No. 15, Ln. 199, Dunhua N. Rd.",2024-06-23 08:50:31,20,6,14
25.06118,121.55098,Dunbei Park,"Dunhua N. Rd. & Ln. 77, Fujin St. (Southeast)",2024-06-23 08:49:20,48,33,15
25.06200,121.56019,Minquan Sports Park,"Sec. 4, Minquan E Rd. & Xinzhong St. Intersection (Southwest)",2024-06-23 08:45:22,44,29,15
25.05925,121.56888,Xindong Park,"Sec. 5, Minsheng E Rd. & Tayou Rd. Intersection (Southwest)",2024-06-23 08:45:22,51,27,24
25.05834,121.55496,Minsheng Rd. & Guangfu N. Rd. Intersection,"No. 266, Guangfu N. Rd.",2024-06-23 08:50:30,33,24,9
25.06129,121.56668,Sanmin Park,"No. 339, Fuyuan St.",2024-06-23 08:51:20,27,9,18
25.04459,121.55252,"Ln. 74, Sec. 3, Bade Rd. Intersection","No. 95, Ln. 74, Sec. 3, Bade Rd. (South)",2024-06-23 08:50:31,17,7,10
25.04488,121.54992,"Ln. 8, Sec. 3, Bade Rd. Intersection","No. 123, Sec. 4, Civic Blvd.",2024-06-23 08:42:20,15,1,14
25.05419,121.55631,Tri-Service General Hospital Songshan Branch,"Guangfu N. Rd. & Ln. 190, Guangfu N. Rd. Intersection (Southeast)",2024-06-23 08:49:20,43,35,8
25.05528,121.55900,Pingan New Town,"Ln. 356, Yanshou St. & Aly. 16, Ln. 330, Yanshou St. Intersection (Northeast)",2024-06-23 08:44:20,16,4,12
25.05433,121.56545,Jiankang Social Housing,"No. 305, Jiankang Rd.",2024-06-23 08:51:20,20,8,12
25.06206,121.55475,Minquan Rd. & Guangfu Rd. Intersection (Northeast),"Sec. 4, Minquan E. Rd. & Guangfu N. Rd. Intersection (Northeast)",2024-06-23 08:32:20,24,8,16
25.04840,121.56586,Civic Blvd. & Dongxing Rd. Intersection,"No. 33, Dongxing Rd. (South)",2024-06-23 08:50:31,30,24,6
25.04693,121.55771,"Ln. 22, Guangfu S. Rd. Intersection","No. 19, Guangfu S. Rd. (West)",2024-06-23 08:49:20,29,26,3
25.04606,121.55665,"Ln. 46, GuangFu S. Rd.","No.10, Ln. 46, GuangFu S. Rd. (North)",2024-06-23 08:43:20,16,10,6
25.05347,121.55436,Songshan New Village,"No. 78, Jiankang Rd. (Opposite)",2024-06-23 08:44:15,27,27,0
25.04769,121.54480,Construction and Planning Agency,"No.342, Sec. 2, Bade Rd.",2024-06-23 08:51:20,33,14,19
25.05143,121.55716,Nanjing Rd. & Guangfu Rd. Intersection,"No. 186, Sec. 4, Nanjing E. Rd.",2024-06-23 08:51:20,31,9,22
25.05846,121.55947,Minsheng Parking Lot,"No. 84, Sec. 5, Minsheng E. Rd.",2024-06-23 08:49:20,24,12,12
25.05408,121.56095,Jiankang New Village,"No. 179, Jiankang Rd.",2024-06-23 08:50:31,44,5,39
25.05606,121.56345,Jianan Sincheng,"No. 1, Ln. 43, Sanmin Rd.",2024-06-23 08:49:15,30,0,30
25.04763,121.56115,Fusheng Park,"Ln. 106, Sec. 4, Bade Rd. & Aly. 6, Ln. 106, Sec. 4, Bade Rd. Intersection (East)",2024-06-23 08:49:20,37,11,26
25.04524,121.54659,Zhonglun Fucheng Temple,"No. 73, Sec. 4, Civic Blvd.",2024-06-23 08:50:31,31,6,25
25.05278,121.54478,MRT Nanjing Fuxing Sta.(Exit.7),"No. 1, Qingcheng St. (Southeast)",2024-06-23 08:50:31,15,15,0
25.05168,121.54506,MRT Nanjing Fuxing Sta.(Exit.5),"No. 262, Sec. 3, Nanjing E. Rd.",2024-06-23 08:48:20,52,22,29
25.06480,121.56788,Tayou Evacuation Gate,"No. 41-1, Sec. 5, Minquan E. Rd.",2024-06-23 08:43:20,32,12,20
25.04951,121.54941,Taipei Stadium,"Dunhua N. Rd. & Sec. 3, Bade Rd. Intersection (Northeast)",2024-06-23 08:50:31,47,14,33
25.05176,121.55352,MRT Taipei Arena Sta. (Exit.5),"No. 75-1, Sec. 4, Nanjing E. Rd.",2024-06-23 08:50:31,22,11,11
25.05360,121.54871,Dunhua Rd. & Changchun Rd. Intersection,"No. 112, Dunhua N. Rd.",2024-06-23 08:50:31,34,5,29
25.05147,121.57683,Raohe Evacuation Gate,"No. 182, Songhe St. (Opposite)",2024-06-23 08:24:15,19,0,19
25.05013,121.57635,MRT Songshan Sta. (Exit 2),"No. 685, Sec. 4, Bade Rd.",2024-06-23 08:31:20,14,10,4
25.06200,121.54472,"Ln. 106, Sec. 3, Minquan E. Rd.","No. 102, Sec. 3, Minquan E. Rd.",2024-06-23 08:49:20,22,17,5
25.05163,121.55907,"Ln. 59, Sec. 5, Nanjing E. Rd.","No. 57, Sec. 5, Nanjing E. Rd.",2024-06-23 08:49:20,17,1,16
25.06241,121.56831,Sanmin Park (Tayou Rd.),"Tayou Rd. & Ln. 261, Fuyuan St. (West)",2024-06-23 07:57:20,20,3,17
25.05198,121.56810,Baoqing Park,"Baoqing St. & Ln. 30, Baoqing St. Intersection (North)",2024-06-23 08:49:20,13,12,1
25.05406,121.56407,Xisong Park,"Jiankang Rd. & Aly. 50, Ln. 251, Sec. 5, Nanjing E. Rd. Intersection (West)",2024-06-23 08:26:19,11,6,5
25.05378,121.55893,Changshou Park,"No. 174, Jiankang Rd.",2024-06-23 08:49:20,22,6,16
25.04634,121.55420,Fuyuan Park,"No. 62, Ln. 106, Sec. 3, Bade Rd. (Opposite)",2024-06-23 08:40:25,14,0,13
25.05173,121.55609,"Ln. 179, Sec. 4, Nanjing E. Rd.","No. 163, Sec. 4, Nanjing E. Rd.",2024-06-23 08:45:22,13,1,12
25.04954,121.55261,Taipei Stadium (Beining Rd.),"No. 25, Sec. 3, Bade Rd.",2024-06-23 08:48:20,38,19,19
25.05567,121.56713,"Xisong Senior High School (Ln. 325, Jiankang Rd.)","Ln. 325, Jiankang Rd. & Aly. 12, Ln. 325, Jiankang Rd. Intersection (Northeast)",2024-06-23 08:49:20,31,26,2
25.05149,121.56535,Nanjing Rd. & Dongxing Rd. Intersection,"Sec. 5, Nanjing E. Rd. & Dongxing Rd. Intersection (North)",2024-06-23 08:50:30,30,24,6
25.04962,121.57746,MRT Songshan Sta. (Exit 3),"Songshan Rd. & Sec. 6, Civic Blvd. Intersection",2024-06-23 08:51:20,52,20,32
25.05722,121.55706,Jieshou Junior High School,"Ln. 36, Sec. 5, Minsheng E. Rd. & Ln. 165, Guangfu N. Rd. Intersection",2024-06-23 08:50:31,12,6,6
25.05226,121.54926,Dunhua Rd. & Nanjing Rd. Intersection (Northeast),"Dunhua N. Rd. & Sec. 4, Nanjing E. Rd. Intersection",2024-06-23 08:42:15,25,1,24
25.04802,121.54864,Dunhua Rd. & Bade Rd. Intersection,"Sec. 1, Dunhua S. Rd. & Sec. 2, Bade Rd. Intersection (Southwest)",2024-06-23 08:51:20,20,18,2
25.06150,121.56332,"Ln. 51, Xindong St.","Sanmin Rd. & Ln. 51, Xindong St. Intersection (East)",2024-06-23 08:50:31,30,22,8
25.04985,121.57189,Bade Parking,Bade Rd. & Songxin Rd. Intersection (Southwest),2024-06-23 08:48:20,34,23,10
25.05452,121.54636,Changchun Rd. & Qingcheng St. Intersection,"No. 431, Changchun Rd.",2024-06-23 08:38:20,28,5,23
25.04942,121.57503,"Ln. 652, Sec. 4, Bade Rd.","No. 650, Sec. 4, Bade Rd. (South)",2024-06-23 08:41:20,20,6,14
25.05014,121.57692,MRT Songshan Sta. (Exit 1),"No. 711, Sec. 4, Bade Rd.",2024-06-23 08:50:31,15,14,1
25.05152,121.55243,MRT Taipei Arena Sta. (Exit.3),"No. 12, Sec. 4, Nanjing E. Rd.",2024-06-23 08:51:20,28,8,20
25.05181,121.55210,MRT Taipei Arena Sta. (Exit.5)_1,"Sec. 4, Nanjing E. Rd. & Jiankang Rd. Intersection (Northwest)",2024-06-23 08:49:20,20,14,6
25.05420,121.54910,"Ln. 155, Dunhua N. Rd.","No. 151, Dunhua N. Rd.",2024-06-23 08:51:20,30,4,26
25.05764,121.54443,Minsheng Rd. & Fuxing Rd. Intersection,"Sec. 3, Minsheng E. Rd. & Fuxing N. Rd. Intersection (Southeast)",2024-06-23 08:51:20,15,2,13
25.04440,121.55397,Civic Blvd. & Yanji St. Intersection,Civic Blvd. & Yanji St. Intersection (Under Bridge),2024-06-23 08:47:19,30,19,11
25.05454,121.55417,Longcheng Market,"No. 35, Ln. 190, Guangfu N. Rd. (Opposite)",2024-06-23 08:50:31,22,9,13
25.05129,121.56426,MRT Nanjing Sanmin Sta. (Exit 3),MRT Nanjing Sanmin Sta. (Exit 3),2024-06-23 08:47:20,28,2,26
25.05139,121.57062,Tayou Rd. & Keelung Rd. Intersection (First MacArthur Bridge),"No. 386, Sec. 5, Nanjing E. Rd.",2024-06-23 08:49:20,20,13,7
25.06432,121.54537,"Ln. 370, Wuchang St.","No. 8, Ln. 370, Wuchang St.",2024-06-23 08:31:20,11,2,9
25.05708,121.56486,"Ln. 119, Yanshou St.","Ln. 119, Yanshou St. & Yanshou St.",2024-06-23 08:46:19,15,7,8
25.04742,121.56305,Civic Blvd. & Dongning Rd. Intersection,"No. 111, Sec. 5, Civic Blvd.",2024-06-23 08:46:14,15,14,1
25.06589,121.54529,Minfu Green,"No. 630, Minzu E. Rd. (Opposite)",2024-06-23 08:10:07,15,13,2
25.06457,121.56458,Sanmin Elementary School (Fuyuan St.),"No. 27, Ln. 390, Fuyuan St. (Opposite)",2024-06-23 08:44:20,26,10,16
25.05936,121.56586,Minsheng Post Office,"No. 191, Sec. 5, Minsheng E. Rd.",2024-06-23 08:28:19,14,5,9
25.06185,121.55000,MinQuan Rd. & DunHua Rd. Intersection (Northwest),"No. 211, Sec. 3, Minquan E. Rd.",2024-06-23 08:45:21,24,14,10
25.05028,121.56879,BaoQing St. & BaDe Rd. Intersection (North),"No. 29, BaoQing St.",2024-06-23 08:38:14,15,15,0
25.05600,121.54670,"Ln. 140, Sec. 3, MinsHeng E. Rd.","XingAn St. & Ln. 140, Sec. 3, Minsheng E. Rd. Intersection",2024-06-23 08:49:20,15,5,10
25.05725,121.56608,XinDong St. & YanShou St. Intersection,"No. 2, Ln. 1, XinDong St.",2024-06-23 08:49:20,16,7,8
25.05434,121.56878,JianKang Park,"No. 442, JianKang Rd.",2024-06-23 08:44:20,26,11,15
25.04591,121.59226,Nangang Park (Dongxin St),"No. 1, Ln. 170, Dongxin St. Southwest)",2024-06-23 08:48:20,25,14,11
25.04128,121.59089,Nangang Park (Fude St),"No. 383, Fude St. (North)",2024-06-23 08:51:20,56,35,21
25.05014,121.59238,MRT Kunyang Sta. (Exit 1),"No. 403, Sec. 6, Zhongxiao E. Rd.",2024-06-23 08:47:20,65,26,39
25.04919,121.58832,"Ln. 225, Sec. 6, Zhongxiao E. Rd Intersection","No. 219, Sec. 6, Zhongxiao E. Rd.",2024-06-23 08:45:22,35,22,13
25.04437,121.58133,MRT Houshanpi Sta (Exit 1),"No. 7, Zhongpo N. Rd. (East)",2024-06-23 08:35:21,53,8,45
25.04843,121.58154,Hele Park,"No. 46, Yucheng St. (East)",2024-06-23 08:50:31,15,8,7
25.04608,121.58315,Hexing Square,"No. 17, Sec. 6, Zhongxiao E. Rd. (Northeast)",2024-06-23 08:50:31,43,30,13
25.04592,121.58820,Chengde Junior High School,"No. 15, Ln. 118, Dongxin St. Southwest)",2024-06-23 08:50:31,44,16,24
25.04281,121.58613,Yucheng Park,"No. 247, Yucheng St. (Opposite)",2024-06-23 08:36:19,36,12,24
25.04239,121.61683,Academia Sinica (Jiuzhuang St. Intersection),"No. 1, Sec. 1, Jiuzhuang St. (West)",2024-06-23 08:14:20,30,8,22
25.04054,121.61374,Academia Sinica Gymnasium (East),"No. 128, Sec. 2, Academia Rd. (Gymnasium)",2024-06-23 08:38:19,30,8,22
25.04763,121.61145,National Biotechnology Research Park,"No. 128, Sec. 2, Academia Rd. (NBRP)",2024-06-23 08:36:20,30,4,26
25.05469,121.61669,MRT Nangang Exhibition Center Sta. (Exit 5),"No. 1, Sec. 1, Academia Rd. (Exit 5)",2024-06-23 08:51:20,73,45,25
25.04697,121.61375,Academia Park,"No. 9, Aly. 58, Ln. 12, Sec. 2, Academia Rd. (West)",2024-06-23 08:50:30,40,18,22
25.04499,121.61775,Fushan Park,"No. 27, Ln. 44, Fushan St. (Southeast)",2024-06-23 08:33:20,25,19,6
25.04139,121.61910,Jiuzhuang Recreation Center,"No. 11, Ln. 91, Sec. 1, Jiuzhuang St. Southwest)",2024-06-23 08:45:22,25,18,7
25.03564,121.61415,Lingyun Market,"No. 9, Ln. 68, Sec. 3, Academia Rd. (North)",2024-06-23 08:33:20,25,16,9
25.05400,121.61334,"No. 532, Sec. 8, Civic Blvd.","No. 532, Sec. 8, Civic Blvd. (North)",2024-06-23 08:09:20,15,11,4
25.05933,121.61677,MRT Nangang Software Park Sta. (Exit 2),"No. 183, Jingmao 2nd Rd. (Exit 2)",2024-06-23 08:50:30,37,17,20
25.05668,121.61137,Nangang Elementary School,"No. 67, Huimin St. (Southeast)",2024-06-23 08:40:30,41,20,21
25.05629,121.60700,Xing Zhong Parking Lot (Xingzhong Rd.),"No. 1, Ln. 44, Xingzhong Rd. (East)",2024-06-23 08:51:20,26,12,14
25.05485,121.60866,Taipei Public Library Nangang Branch,"No. 350, Sec. 1, Nangang Rd.",2024-06-23 08:33:20,40,27,13
25.05716,121.59792,Dongyang Park,"No. 34, Ln. 125, Chongyang Rd. (East)",2024-06-23 08:51:20,48,37,11
25.05437,121.59423,Xiangyang Rd. & Nangang Rd. Intersection,"No. 49, Xiangyang Rd. (North)",2024-06-23 08:31:20,27,6,21
